"Step","Self-attention-prompt-1-3 - eval_qwk","Self-attention-prompt-1-3 - eval_qwk__MIN","Self-attention-prompt-1-3 - eval_qwk__MAX"
"2285","0.8406468790060152","0.8406468790060152","0.8406468790060152"
"2311","0.8271516024486856","0.8271516024486856","0.8271516024486856"
"2337","0.8288858893157512","0.8288858893157512","0.8288858893157512"
"2363","0.8273504273504273","0.8273504273504273","0.8273504273504273"
"2389","0.830715532286213","0.830715532286213","0.830715532286213"
"2415","0.8322365726456052","0.8322365726456052","0.8322365726456052"
"2441","0.8334025643155825","0.8334025643155825","0.8334025643155825"
"2467","0.8170454863933185","0.8170454863933185","0.8170454863933185"
"2493","0.8120550545799715","0.8120550545799715","0.8120550545799715"
"2519","0.8213446168312177","0.8213446168312177","0.8213446168312177"
"2545","0.8048780487804879","0.8048780487804879","0.8048780487804879"
"2571","0.8108108108108107","0.8108108108108107","0.8108108108108107"
"2597","0.8024449877750611","0.8024449877750611","0.8024449877750611"
"2623","0.7873620862587764","0.7873620862587764","0.7873620862587764"
"2649","0.8059029514757379","0.8059029514757379","0.8059029514757379"
"2650","0.8059029514757379","0.8059029514757379","0.8059029514757379"
